Id,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAverage
M73000004-26045012,4,3,Single Family,1817,422324,11,0,0,36,27,London,869900.0,691690.0,A
M73000004-26045013,2,2,Single Family,1500,12108,3,0,0,11,15,Brighton,685870.0,614219.0,A
M73000004-26045014,5,3,Single Family,1862,42840,0,0,0,0,0,St. Thomas,849900.0,659641.0,A
M73000004-26045022,3,3,Single Family,1238,42840,0,0,0,0,0,St. Thomas,674900.0,659641.0,A
M73000004-26045066,4,2,Single Family,1387,42840,0,0,0,35,32,St. Thomas,599000.0,659641.0,B
M73000004-26045110,4,3,Single Family,1288,13131,0,0,0,0,0,West Grey,1550000.0,1173032.0,A
M73000004-26045119,4,3,Single Family,2300,94415,4,1,0,22,73,Niagara Falls,924900.0,593623.0,A
M73000004-26045123,4,3,Rental,1747,186948,9,0,0,40,20,Burlington,3550.0,1085058.0,B
M73000004-26045150,5,3,Single Family,2384,2794356,3,0,0,30,38,Toronto,1995000.0,553898.0,A
M73000004-26045179,4,3,Single Family,2800,19088,0,0,0,0,0,Niagara-on-the-Lake,1850000.0,1651537.0,A
M73000004-26045180,2,2,Single Family,1128,55750,21,1,0,76,41,Welland,639900.0,479693.0,A
M73000004-26045202,3,4,Single Family,2000,19088,0,0,0,4,58,Niagara-on-the-Lake,1399000.0,1651537.0,B
M73000004-26045245,3,3,Single Family,1230,18615,0,0,0,0,0,Tillsonburg,601639.0,680068.0,B
M73000004-26045280,2,2,Rental,1375,256885,25,0,0,77,82,Kitchener,2500.0,437374.0,B
M73000004-26045364,3,3,Single Family,2569,256885,34,0,0,147,94,Kitchener,1249000.0,437374.0,A
M73000004-26045366,5,5,Single Family,3482,121436,6,1,2,189,38,Waterloo,2899900.0,527104.0,A
M73000004-26045367,3,2,Condo,1736,138479,1,0,0,7,3,Cambridge,549900.0,601135.0,B
M73000004-26045374,2,2,Condo,1407,422324,0,0,0,0,0,London,739900.0,691690.0,A
M73000004-26045376,3,4,Condo,1813,422324,27,0,1,141,94,London,599900.0,691690.0,B
M73000004-26045377,4,3,Single Family,2590,21701,0,0,0,0,0,Springwater,1125000.0,992709.0,A
M73000004-26045379,3,3,Single Family,1212,23017,0,0,0,0,0,Oro-Medonte,1899900.0,1562528.0,A
M73000004-26045385,4,4,Single Family,2439,136803,0,0,0,1,7,St. Catharines,2199900.0,648367.0,A
M73000004-26045418,3,2,Single Family,1152,21612,9,1,0,47,28,Owen Sound,529000.0,562010.0,B
M73000004-26045425,3,1,Single Family,950,11059,13,0,0,66,33,Hamilton,629900.0,543702.0,A
M73000004-26045490,5,2,Single Family,1659,11059,3,0,0,23,2,Hamilton,799900.0,543702.0,A
M73000004-26045525,2,1,Condo,873,21612,3,0,0,10,12,Owen Sound,302981.0,562010.0,B
M73000004-26045530,1,1,Condo,590,2794356,2,0,0,6,4,Toronto,529900.0,553898.0,B
M73000004-26045573,3,2,Single Family,1760,14967,1,0,0,14,21,Kenora,379900.0,500069.0,B
M73000004-26045716,3,3,Condo,1306,24811,0,0,0,2,21,Collingwood,15000.0,616427.0,B
M73000004-26046036,4,3,Single Family,1123,94415,2,1,0,6,68,Niagara Falls,849000.0,593623.0,A
M73000004-26046193,3,3,Single Family,1890,17817,0,0,0,0,0,Midland,1199000.0,787800.0,A
M73000004-26046202,1,1,Single Family,648,55750,5,0,0,53,30,Welland,283710.0,479693.0,B
M73000004-26046296,2,2,Rental,985,104688,10,1,0,56,24,Brantford,2900.0,615780.0,B
M73000004-26046310,3,2,Condo/Townhome,1357,186948,7,0,0,28,16,Burlington,679900.0,1085058.0,B
M73000004-26046311,3,2,Rental,1127,656480,45,0,0,106,91,Brampton,2978.0,597778.0,B
M73000004-26046313,2,2,Condo,1330,213759,1,0,0,22,9,Oakville,999900.0,953919.0,A
M73000004-26046327,1,1,Condo,647,256885,1,0,0,8,27,Kitchener,434900.0,437374.0,B
M73000004-26046343,0,0,Multi-Family,1500,23816,0,0,0,0,0,Thorold,599900.0,583404.0,A
M73000004-26046346,2,2,Condo,1275,13157,3,0,0,18,26,Gravenhurst,679000.0,836966.0,B
M73000004-26046353,5,4,Single Family,1221,23871,0,0,0,13,0,Strathroy-Caradoc,799000.0,793815.0,A
M73000004-26046385,5,1,Single Family,886,104688,13,1,0,40,27,Brantford,599900.0,615780.0,B
M73000004-26046399,3,2,Single Family,1039,47845,0,0,0,24,21,Cornwall,199900.0,457499.0,B
M73000004-26046418,4,5,Single Family,3166,256885,20,1,0,63,24,Kitchener,2056000.0,437374.0,A
M73000004-26046433,2,2,Condo,980,229660,3,0,0,2,13,Windsor,424900.0,428016.0,B
M73000004-26046436,4,3,Single Family,1914,17817,3,1,0,12,20,Midland,1024000.0,787800.0,A
M73000004-26046442,3,2,Condo,950,136803,12,0,1,113,30,St. Catharines,534900.0,648367.0,B
M73000004-26046452,0,0,Single Family,1000,11059,2,0,0,37,14,Hamilton,699000.0,543702.0,A
M73000004-26046460,4,4,Single Family,2116,5280,0,0,0,0,0,Seguin,289900.0,2393568.0,B
M73000004-26046461,3,3,Single Family,1639,11100,0,0,0,0,0,Georgian Bluffs,1099000.0,917946.0,A
M73000004-26046472,4,4,Farm,2439,136803,0,0,0,1,7,St. Catharines,2199900.0,648367.0,A
M73000004-26046476,6,3,Multi-Family,1140,104688,4,1,0,19,12,Brantford,649900.0,615780.0,A
M73000004-26046511,3,2,Single Family,1500,143740,21,1,0,64,53,Guelph,799900.0,640614.0,A
M73000004-26046526,3,1,Condo,1033,28883,6,0,0,29,30,Grimsby,499900.0,754703.0,B
M73000004-26046568,3,4,Single Family,1804,213759,5,1,0,36,29,Oakville,2999000.0,953919.0,A
M73000004-26046596,4,4,Single Family,3949,132979,4,0,0,56,12,Milton,3250000.0,865171.0,A
M73000004-26046598,2,2,Condo,1266,24811,0,0,0,0,0,Collingwood,760000.0,616427.0,A
M73000004-26046606,7,5,Single Family,4210,11059,5,0,0,76,28,Hamilton,1799999.0,543702.0,A
M73000004-26046607,3,2,Single Family,1615,11059,11,0,0,62,20,Hamilton,739900.0,543702.0,A
M73000004-26046608,3,1,Single Family,1192,11059,1,0,0,15,1,Hamilton,740000.0,543702.0,A
M73000004-26046610,3,2,Single Family,1101,11059,1,0,0,18,1,Hamilton,798480.0,543702.0,A
M73000004-26046770,3,1,Rental,1119,147829,24,0,0,52,61,Barrie,2800.0,584311.0,B
M73000004-26046846,3,1,Single Family,955,634,0,0,0,0,0,Westport,589000.0,751031.0,B
M73000004-26046895,5,3,Single Family,1616,24862,1,0,0,0,18,Wasaga Beach,1399000.0,619205.0,A
M73000004-26047193,3,1,Rental,1150,138479,4,0,0,21,14,Cambridge,2700.0,601135.0,B
M73000004-26047194,1,1,Condo,735,104688,1,1,0,26,15,Brantford,329900.0,615780.0,B
M73000004-26047201,4,3,Single Family,2500,24811,8,1,0,75,32,Collingwood,1199900.0,616427.0,A
M73000004-26047318,1,1,Condo,868,717961,3,0,0,28,4,Mississauga,799000.0,695793.0,A
M73000004-26047320,4,6,Single Family,3093,717961,8,0,0,70,27,Mississauga,3380000.0,695793.0,A
M73000004-26047327,2,1,Condo,1080,138479,2,0,0,32,17,Cambridge,599900.0,601135.0,B
M73000004-26047388,3,1,Single Family,1184,138479,0,0,0,0,0,Cambridge,460000.0,601135.0,B
M73000004-26047405,3,3,Rental,1599,213759,10,1,0,69,23,Oakville,3600.0,953919.0,B
M73000004-26047422,3,3,Single Family,1600,23524,4,0,0,30,23,Amherstburg,781150.0,758833.0,A
M73000004-26047432,4,3,Single Family,1768,11059,15,1,0,202,47,Hamilton,880684.0,543702.0,A
M73000004-26047441,1,1,Condo/Townhome,630,94415,6,0,0,24,20,Niagara Falls,449900.0,593623.0,B
M73000004-26047522,3,3,Rental,2182,422324,26,0,1,98,74,London,2800.0,691690.0,B
M73000004-26047524,2,2,Rental,1381,147829,7,0,0,112,28,Barrie,3250.0,584311.0,B
M73000004-26047534,2,2,Condo,863,24811,0,0,0,2,21,Collingwood,3639.0,616427.0,B
M73000004-26047554,3,4,Single Family,3241,33232,3,0,0,65,42,Stratford,939000.0,766153.0,A
M73000004-26047558,3,2,Single Family,1101,256885,9,0,0,59,16,Kitchener,758975.0,437374.0,A
M73000004-26047604,2,2,Condo,1307,108843,9,0,0,41,50,Thunder Bay,492074.0,432568.0,A
M73000004-26047607,3,2,Single Family,1265,136803,10,0,0,48,13,St. Catharines,649900.0,648367.0,A
M73000004-26047620,4,3,Single Family,2387,47845,8,0,0,39,35,Cornwall,819900.0,457499.0,A
M73000004-26047874,6,4,Single Family,3508,41145,0,0,0,0,0,Timmins,849000.0,372517.0,A
M73000004-26047965,4,2,Rental,1200,94415,7,0,0,21,36,Niagara Falls,2950.0,593623.0,B
M73000004-26047966,4,3,Single Family,1248,13131,0,0,0,0,0,West Grey,747000.0,1173032.0,B
M73000004-26047977,2,1,Single Family,896,19088,0,0,0,4,58,Niagara-on-the-Lake,460000.0,1651537.0,B
M73000004-26047995,3,2,Condo,1537,147829,7,0,0,121,28,Barrie,999900.0,584311.0,A
M73000004-26048107,4,2,Single Family,1800,104688,4,1,0,21,15,Brantford,549000.0,615780.0,B
M73000004-26048121,3,2,Multi-Family,813,83651,8,0,0,45,38,Peterborough,595900.0,599375.0,B
M73000004-26048122,3,2,Single Family,813,83651,8,0,0,45,38,Peterborough,595900.0,599375.0,B
M73000004-26048311,5,5,Single Family,3834,422324,8,0,1,59,34,London,1990000.0,691690.0,A
M73000004-26048342,4,2,Multi-Family,1002,132485,10,0,1,76,45,Kingston,549900.0,713186.0,B
M73000004-26048390,4,3,Single Family,2883,138479,6,0,0,97,30,Cambridge,1399000.0,601135.0,A
M73000004-26048401,4,4,Condo/Townhome,1537,422324,0,0,0,20,8,London,519900.0,691690.0,B
M73000004-26048703,1,1,Rental,600,11059,4,1,0,32,15,Hamilton,1975.0,543702.0,B
M73000004-26048817,4,4,Single Family,2600,18615,1,0,0,0,8,Tillsonburg,1625000.0,680068.0,A
M73000004-26048878,3,3,Single Family,3110,76581,0,0,0,0,0,Caledon,2295000.0,1665049.0,A
M73000004-26048957,5,2,Single Family,2121,186948,3,0,0,5,23,Burlington,1099900.0,1085058.0,A
M73000004-26048971,3,1,Single Family,1800,21612,0,0,0,0,0,Owen Sound,552900.0,562010.0,B
M73000004-26049118,5,2,Single Family,1475,94415,0,0,0,0,0,Niagara Falls,649900.0,593623.0,A
M73000004-26049153,3,2,Condo/Townhome,1670,256885,11,0,0,71,16,Kitchener,588500.0,437374.0,A
M73000004-26049306,3,3,Rental,1100,323103,0,0,0,118,54,Vaughan,3550.0,869815.0,B
M73000004-26049402,3,2,Rental,1600,136803,3,0,0,50,19,St. Catharines,3500.0,648367.0,B
M73000004-26049413,2,1,Rental,2250,94415,3,1,0,91,62,Niagara Falls,1750.0,593623.0,B
M73000004-26049414,2,2,Condo,1200,186948,3,0,0,30,11,Burlington,749900.0,1085058.0,B
M73000004-26049480,4,4,Single Family,2488,94415,0,0,0,0,0,Niagara Falls,1098888.0,593623.0,A
M73000004-26049485,3,1,Single Family,1140,11151,1,0,0,4,0,Norwich,619900.0,982694.0,B
M73000004-26049497,3,2,Single Family,1343,13693,5,1,0,18,15,Ingersoll,729900.0,648495.0,A
M73000004-26049507,5,3,Single Family,2215,22970,0,0,0,1,2,Essa,1699900.0,984268.0,A
M73000004-26049508,4,2,Rental,1700,11059,0,0,0,0,0,Hamilton,2700.0,543702.0,B
M73000004-26049518,5,3,Single Family,1452,422324,6,1,0,44,19,London,744444.0,691690.0,A
M73000004-26049519,5,3,Multi-Family,1452,422324,6,1,0,44,19,London,744444.0,691690.0,A
M73000004-26049523,2,2,Condo,1100,55750,1,0,0,5,11,Welland,639000.0,479693.0,A
M73000004-26049591,5,2,Single Family,1223,94415,16,0,0,24,13,Niagara Falls,799000.0,593623.0,A
M73000004-26049600,3,3,Condo,1372,46705,1,0,0,2,2,Woodstock,689900.0,659229.0,A
M73000004-26049601,3,3,Condo,1372,46705,1,0,0,2,2,Woodstock,689900.0,659229.0,A
M73000004-26049611,4,3,Single Family,2116,132485,4,0,1,14,42,Kingston,950000.0,713186.0,A
M73000004-26049632,4,2,Single Family,1100,136803,40,0,1,211,54,St. Catharines,649900.0,648367.0,A
M73000004-26049639,3,4,Condo,1866,422324,0,0,0,0,0,London,647000.0,691690.0,B
M73000004-26049650,4,2,Single Family,1594,10077,8,0,0,11,23,Penetanguishene,444900.0,637694.0,B
M73000004-26049653,3,2,Single Family,2112,11100,0,0,0,0,0,Georgian Bluffs,679000.0,917946.0,B
M73000004-26049658,3,5,Single Family,2440,213759,7,0,0,57,14,Oakville,3750000.0,953919.0,A
M73000004-26049669,3,3,Single Family,1894,43326,0,0,0,0,0,Innisfil,799900.0,869740.0,B
M73000004-26049670,4,4,Single Family,2510,24862,0,0,0,0,0,Wasaga Beach,899900.0,619205.0,A
M73000004-26049682,5,3,Single Family,2020,22116,7,1,0,30,11,Brockville,774900.0,379999.0,A
M73000004-26049714,3,4,Single Family,1597,186948,3,0,0,15,4,Burlington,1076333.0,1085058.0,B
M73000004-26049757,5,3,Single Family,2007,9390,0,0,0,0,0,The Blue Mountains,1799000.0,1066799.0,A
M73000004-26049758,2,2,Condo,841,21147,0,0,0,6,15,Huntsville,799900.0,850383.0,B
M73000004-26049807,2,2,Condo,1320,422324,3,0,0,173,14,London,399900.0,691690.0,B
M73000004-26049813,6,6,Single Family,2882,213759,2,0,0,98,11,Oakville,3699000.0,953919.0,A
M73000004-26049820,5,5,Single Family,3236,256885,20,1,0,59,26,Kitchener,1750000.0,437374.0,A
M73000004-26049839,3,2,Rental,1765,9390,0,0,0,0,0,The Blue Mountains,3500.0,1066799.0,B
M73000004-26049852,4,3,Single Family,1217,104688,39,1,0,96,39,Brantford,899000.0,615780.0,A
M73000004-26049863,3,2,Single Family,1697,11981,0,0,0,0,0,Erin,1287888.0,2184633.0,B
M73000004-26049884,4,2,Single Family,1490,55750,15,1,0,67,43,Welland,749900.0,479693.0,A
M73000004-26049955,1,1,Rental,510,11059,5,0,0,27,9,Hamilton,1950.0,543702.0,B
M73000004-26049980,3,3,Single Family,1774,72051,0,0,0,0,0,Sault Ste. Marie,649900.0,425953.0,A
M73000004-26049987,3,1,Single Family,576,1753,0,0,0,0,0,Magnetawan,504990.0,824233.0,B
M73000004-26050004,2,1,Single Family,1050,41145,0,0,0,0,0,TIMMINS,220770.0,372517.0,B
M73000004-26050007,4,3,Single Family,1902,422324,4,0,1,41,32,London,899900.0,691690.0,A
M73000004-26050011,1,1,Rental,513,11059,5,0,0,27,9,Hamilton,1890.0,543702.0,B
M73000004-26050015,3,2,Single Family,1750,23816,8,0,0,7,53,Thorold,779435.0,583404.0,A
M73000004-26050021,2,3,Single Family,1402,213759,0,0,0,0,0,Oakville,936609.0,953919.0,B
M73000004-26050043,2,2,Condo,855,422324,4,0,1,63,28,London,349900.0,691690.0,B
M73000004-26050050,4,2,Single Family,1270,33411,10,1,0,24,28,Orillia,775000.0,674312.0,A
M73000004-26050053,4,3,Single Family,2446,94415,0,0,0,0,0,Niagara Falls,999900.0,593623.0,A
M73000004-26050074,5,5,Single Family,2894,104688,26,1,0,33,35,Brantford,2195000.0,615780.0,A
M73000004-26050087,3,3,Single Family,1920,21612,4,1,0,15,15,Owen Sound,679000.0,562010.0,A
M73000004-26050095,2,2,Condo,1198,143740,6,0,0,72,18,Guelph,699999.0,640614.0,A
M73000004-26050096,4,4,Condo,2151,7944,0,0,0,0,0,Puslinch,3175000.0,2202183.0,A
M73000004-26050104,4,2,Single Family,1051,422324,14,0,0,70,30,London,519067.0,691690.0,B
M73000004-26050210,2,2,Rental,796,11059,15,0,0,88,41,Hamilton,2400.0,543702.0,B
M73000004-26050211,1,1,Condo,601,186948,5,0,0,20,13,Burlington,574900.0,1085058.0,B
M73000004-26050214,3,4,Single Family,1816,11059,0,0,0,16,2,Hamilton,1089900.0,543702.0,A
M73000004-26050219,4,3,Single Family,1485,94415,24,1,0,52,97,Niagara Falls,719999.0,593623.0,A
M73000004-26050234,4,3,Single Family,2964,18615,3,0,0,0,5,Tillsonburg,1150000.0,680068.0,A
M73000004-26050293,4,3,Single Family,1472,147829,22,0,0,49,60,Barrie,819000.0,584311.0,A
M73000004-26050294,4,4,Single Family,2822,14576,1,0,0,0,0,Severn,1649000.0,934056.0,A
M73000004-26050382,2,2,Single Family,1547,1753,0,0,0,0,0,Magnetawan,999000.0,824233.0,A
M73000004-26050389,3,2,Single Family,1614,11485,2,0,0,12,29,Meaford,739000.0,894860.0,B
M73000004-26050669,3,2,Single Family,1260,94415,24,1,0,102,86,Niagara Falls,578161.0,593623.0,B
M73000004-26050728,3,1,Single Family,1827,13693,5,1,0,19,15,Ingersoll,599900.0,648495.0,B
M73000004-26050736,4,3,Single Family,1800,422324,26,0,1,100,74,London,999900.0,691690.0,A
M73000004-26050738,2,2,Condo,1361,147829,2,0,0,58,19,Barrie,830913.0,584311.0,A
M73000004-26050739,4,3,Single Family,1444,33411,7,1,0,10,15,Orillia,779900.0,674312.0,A
M73000004-26050742,5,3,Multi-Family,1500,55750,7,0,0,19,25,Welland,539000.0,479693.0,A
M73000004-26050743,2,1,Single Family,700,94415,0,0,0,0,0,Niagara Falls,379900.0,593623.0,B
M73000004-26050749,4,2,Single Family,1450,136803,25,0,1,102,49,St. Catharines,878000.0,648367.0,A
M73000004-26050757,2,2,Condo,1108,121436,0,1,1,80,21,Waterloo,663444.0,527104.0,A
M73000004-26050763,5,4,Single Family,2319,108843,13,1,1,43,63,Thunder Bay,799500.0,432568.0,A
M73000004-26050789,0,2,Rental,2500,175383,0,0,0,0,0,Oshawa,4000.0,417739.0,B
M73000004-26050791,1,1,Rental,510,11059,5,0,0,27,9,Hamilton,1910.0,543702.0,B
M73000004-26050796,1,2,Condo,1140,136803,4,0,0,26,4,St. Catharines,549900.0,648367.0,B
M73000004-26050797,3,1,Single Family,1231,32901,2,0,0,17,6,Fort Erie,500000.0,669720.0,B
M73000004-26050870,4,3,Single Family,1600,213759,13,1,0,52,28,Oakville,1199999.0,953919.0,A
M73000004-26050895,4,3,Single Family,2289,132485,7,0,0,36,15,Kingston,714900.0,713186.0,A
M73000004-26050912,4,3,Single Family,1947,7967,5,0,0,12,9,Hanover,1055000.0,708019.0,A
M73000004-26050946,2,2,Rental,1008,21612,0,0,0,23,19,Owen Sound,2550.0,562010.0,B
M73000004-26050947,2,2,Rental,1022,21612,0,0,0,23,19,Owen Sound,2450.0,562010.0,B
M73000004-26050979,3,3,Single Family,1385,256885,8,0,0,45,16,Kitchener,849000.0,437374.0,A
M73000004-26050987,5,5,Single Family,4488,422324,25,0,0,48,54,London,1999900.0,691690.0,A
M73000004-26051000,3,5,Condo,2649,213759,1,0,0,41,2,Oakville,3149000.0,953919.0,A
M73000004-26051045,1,1,Condo,661,656480,12,0,0,23,19,Brampton,554900.0,597778.0,B
M73000004-26051059,3,2,Single Family,1000,72051,7,0,0,2,14,Sault Ste. Marie,169000.0,425953.0,B
M73000004-26051093,4,4,Single Family,2479,11059,3,1,0,40,14,Hamilton,1559888.0,543702.0,A
M73000004-26051107,1,1,Condo,780,229660,3,1,0,22,24,Windsor,189900.0,428016.0,B
M73000004-26051113,3,1,Single Family,1166,422324,3,0,0,29,17,London,339900.0,691690.0,B
M73000004-26051115,3,4,Single Family,1949,422324,26,0,0,64,54,London,824900.0,691690.0,A
M73000004-26051159,3,2,Single Family,1070,47845,14,1,0,13,25,Cornwall,394900.0,457499.0,B
M73000004-26051216,4,2,Single Family,1400,52662,21,0,0,28,30,North Bay,459900.0,733603.0,B
M73000004-26051266,3,2,Single Family,1895,132485,3,0,1,10,10,Kingston,999000.0,713186.0,A
M73000004-26051302,3,1,Single Family,760,7466,1,0,0,7,6,Fort Frances,159048.0,243645.0,B
M73000004-26051700,2,1,Condo,533,121436,5,0,2,59,18,Waterloo,447000.0,527104.0,B
M73000004-26051718,3,2,Rental,1016,14576,0,0,0,0,2,Severn,3300.0,934056.0,B
M73000004-26051837,5,2,Single Family,1604,11059,16,0,0,70,32,Hamilton,736077.0,543702.0,A
M73000004-26051881,3,2,Single Family,1050,18615,2,0,0,0,6,Tillsonburg,504900.0,680068.0,B
M73000004-26051899,3,2,Single Family,1540,47845,7,1,0,8,11,Cornwall,399900.0,457499.0,B
M73000004-26051902,4,4,Condo,1630,256885,12,1,0,40,24,Kitchener,749900.0,437374.0,A
M73000004-26051910,2,2,Condo,925,229660,2,1,0,22,20,Windsor,349900.0,428016.0,B
M73000004-26051927,3,3,Condo,1445,24811,2,0,0,26,31,Collingwood,695000.0,616427.0,A
M73000004-26051948,3,3,Condo,1749,422324,5,0,0,8,25,London,699900.0,691690.0,A
M73000004-26051951,3,2,Single Family,1180,72051,3,0,0,22,13,Sault Ste. Marie,227995.0,425953.0,B
M73000004-26052014,3,2,Condo,1398,147829,20,1,0,112,50,Barrie,950000.0,584311.0,A
M73000004-26052020,4,3,Multi-Family,2157,11059,1,0,0,16,8,Hamilton,899999.0,543702.0,A
M73000004-26052084,6,3,Single Family,1445,11059,11,0,0,76,22,Hamilton,899900.0,543702.0,A
M73000004-26052095,1,0,Condo,699,104688,18,1,0,12,31,Brantford,521497.0,615780.0,B
M73000004-26052171,1,1,Condo,1015,186948,2,0,0,2,4,Burlington,699000.0,1085058.0,B
M73000004-26052271,3,4,Single Family,1918,42840,0,0,0,0,0,St. Thomas,845000.0,659641.0,A
M73000004-26052272,2,2,Single Family,1200,72051,3,0,0,22,13,Sault Ste. Marie,154900.0,425953.0,B
M73000004-26052651,4,1,Single Family,1344,968,4,0,0,2,0,Hornepayne,229900.0,205950.0,A
M73000004-26052763,2,2,Condo,1010,2794356,3,1,2,107,181,Toronto,1079000.0,553898.0,A
M73000004-26052767,3,2,Single Family,1084,143740,13,0,0,92,38,Guelph,898988.0,640614.0,A
M73000004-26052769,7,5,Condo,3700,256885,2,0,0,23,21,Kitchener,1450000.0,437374.0,A
M73000004-26052816,4,3,Single Family,1755,11059,14,0,0,47,30,Hamilton,999900.0,543702.0,A
M73000004-26052857,3,2,Single Family,1144,256885,4,0,0,12,18,Kitchener,549000.0,437374.0,A
M73000004-26052898,4,4,Single Family,2671,13693,0,0,0,0,0,Ingersoll,3199999.0,648495.0,A
M73000004-26052906,2,1,Single Family,732,104688,28,1,0,59,36,Brantford,479000.0,615780.0,B
M73000004-26052952,2,2,Condo,1242,186948,4,0,0,8,8,Burlington,719900.0,1085058.0,B
M73000004-26053006,2,2,Condo,1142,11059,1,0,0,6,1,Hamilton,504886.0,543702.0,B
M73000004-26053054,3,2,Single Family,1850,22119,0,0,0,0,0,Kingsville,799900.0,801783.0,B
M73000004-26053055,3,2,Rental,1700,32721,1,0,0,0,0,LaSalle,1800.0,752855.0,B
M73000004-26053072,6,4,Multi-Family,1630,422324,7,0,0,29,19,London,1255000.0,691690.0,A
M73000004-26053504,1,1,Condo,622,28883,2,0,0,22,24,Grimsby,564900.0,754703.0,B
M73000004-26053675,2,2,Condo,1440,136803,3,0,1,84,20,St. Catharines,535000.0,648367.0,B
M73000004-26053691,2,2,Condo,790,186948,13,0,0,32,31,Burlington,720000.0,1085058.0,B
M73000004-26053779,2,1,Condo,800,23816,3,0,0,13,24,Thorold,329900.0,583404.0,B
M73000004-26053786,0,0,Single Family,4366,104688,1,0,0,9,12,Brantford,752074.0,615780.0,A
M73000004-26053813,1,1,Rental,450,11059,2,0,0,139,28,Hamilton,1900.0,543702.0,B
M73000004-26054006,2,2,Single Family,1561,136803,0,0,0,54,12,St. Catharines,1049900.0,648367.0,A
M73000004-26054096,2,1,Condo,960,94415,12,0,0,19,17,Niagara Falls,449000.0,593623.0,B
M73000004-26054109,6,4,Single Family,1709,11059,3,1,0,33,14,Hamilton,1024900.0,543702.0,A
M73000004-26054162,2,1,Condo,800,422324,13,0,0,70,48,London,349000.0,691690.0,B
M73000004-26054230,3,2,Single Family,1078,11059,0,0,0,0,0,Hamilton,615000.0,543702.0,A
M73000004-26054439,3,2,Single Family,1657,198,0,0,0,0,0,Hilton Beach,949000.0,364450.0,A
M73000004-26054443,3,2,Single Family,966,11100,0,0,0,0,0,Georgian Bluffs,539000.0,917946.0,B
M73000004-26054604,4,2,Single Family,1050,136803,24,0,1,104,46,St. Catharines,749000.0,648367.0,A
M73000004-26054813,3,2,Single Family,939,213759,40,1,0,125,100,Oakville,1769000.0,953919.0,A
M73000004-26054814,6,2,Single Family,1927,11059,5,0,0,17,7,Hamilton,650000.0,543702.0,A
M73000004-26054827,3,2,Condo/Townhome,1365,256885,7,0,0,5,14,Kitchener,639999.0,437374.0,A
M73000004-26054830,4,3,Condo,1683,46705,1,0,0,2,2,Woodstock,729900.0,659229.0,A
M73000004-26054839,4,3,Condo,1704,46705,1,0,0,2,2,Woodstock,729900.0,659229.0,A
M73000004-26054844,1,1,Condo,1074,422324,24,0,1,123,81,London,582130.0,691690.0,B
M73000004-26054849,2,2,Condo,1064,136803,2,0,1,44,20,St. Catharines,489900.0,648367.0,B
M73000004-26054977,3,3,Single Family,1969,7386,0,0,0,3,0,St. Marys,799900.0,719124.0,A
M73000004-26055003,3,3,Condo,1383,19088,0,0,0,57,33,Niagara-on-the-Lake,1350000.0,1651537.0,B
M73000004-26055008,3,3,Single Family,1827,21147,0,0,0,0,0,Huntsville,799900.0,850383.0,B
M73000004-26055062,3,3,Single Family,2884,14576,0,0,0,0,0,Severn,1839000.0,934056.0,A
M73000004-26055064,4,4,Single Family,2800,23524,0,0,0,0,0,Amherstburg,1049900.0,758833.0,A
M73000004-26055089,2,2,Rental,1400,9390,0,0,0,0,0,The Blue Mountains,2600.0,1066799.0,B
M73000004-26055123,2,2,Condo,1073,104688,30,1,0,62,39,Brantford,499999.0,615780.0,B
M73000004-26055125,7,9,Single Family,9187,7944,0,0,0,0,0,Puslinch,9895000.0,2202183.0,A
M73000004-26055167,3,3,Single Family,1874,422324,1,0,0,8,10,London,999950.0,691690.0,A
M73000004-26055168,4,3,Single Family,3049,422324,0,0,0,0,0,London,1298000.0,691690.0,A
M73000004-26055169,4,4,Single Family,2690,422324,1,0,0,8,10,London,1388500.0,691690.0,A
M73000004-26055173,3,3,Single Family,1356,32901,0,0,0,1,27,Fort Erie,999000.0,669720.0,A
M73000004-26055177,2,2,Condo,1884,143740,4,0,0,26,19,Guelph,902509.0,640614.0,A
M73000004-26055188,2,1,Single Family,672,83651,12,1,0,20,45,Peterborough,390000.0,599375.0,B
M73000004-26055198,2,2,Condo,785,24811,3,0,0,26,32,Collingwood,480000.0,616427.0,B
M73000004-26055200,4,3,Single Family,3177,17305,0,0,0,0,0,Bracebridge,1795000.0,1197393.0,A
M73000004-26055237,3,3,Single Family,1350,256885,37,0,0,128,89,Kitchener,680000.0,437374.0,A
M73000004-26055248,5,5,Single Family,3301,23017,0,0,0,0,0,Oro-Medonte,1885000.0,1562528.0,A
M73000004-26055254,3,3,Single Family,1408,55750,16,1,0,40,36,Welland,649900.0,479693.0,A
M73000004-26055261,4,3,Single Family,3261,14814,0,0,0,0,0,Clearview,1325000.0,1266439.0,A
M73000004-26055262,3,2,Single Family,1600,17305,1,1,0,14,26,Bracebridge,695000.0,1197393.0,B
M73000004-26055271,2,3,Rental,1655,186948,9,0,0,61,30,Burlington,4033.0,1085058.0,B
M73000004-26055274,5,3,Single Family,1450,2146,1,0,0,0,10,Bonfield,719900.0,694828.0,A
M73000004-26055330,3,2,Single Family,1314,132979,12,0,0,105,31,Milton,999900.0,865171.0,A
M73000004-26055348,3,3,Single Family,1800,717961,8,1,0,18,52,Mississauga,1349000.0,695793.0,A
