Id,AddressStreet,CityName,ListingType,Price
M73000004-26063481,25 HOCKLEY PATH,Brampton,Single Family,1049000
M73000004-26063830,238 WILLIAM ROE Boulevard,Newmarket,Single Family,975000
M73000004-26063833,48 ROCKINGHAM Drive,Toronto,Single Family,3125000
M73000004-26064127,52 GALLOWAY RD,Toronto,Single Family,899000
M73000004-26064131,#34 -72 WATERSIDE WAY,Whitby,Single Family,799900
M73000004-26064134,14 MCCOWAN RD,Toronto,Single Family,1130000
M73000004-26064143,36 MILNER CRES,Ajax,Single Family,1385000
M73000004-26064145,572 MONTCALM AVE,Oshawa,Single Family,799000
M73000004-26064155,82 UNITED SQ,Toronto,Single Family,999000
M73000004-26064174,31 MARGARET PL,Georgina,Single Family,899500
M73000004-26064178,2 WYCLIFFE GATE,Vaughan,Single Family,2499000
M73000004-26064188,19 GRECO AVE,Georgina,Single Family,998725
M73000004-26064199,721 DUCLOS PT RD,Georgina,Single Family,1990000
M73000004-26064231,956 MCNEIL DR,Milton,Single Family,1710000
M73000004-26064236,15615 HORSESHOE HILL RD,Caledon,Single Family,2500000
M73000004-26064243,2518 STILLMEADOW RD,Mississauga,Single Family,1399000
M73000004-26064246,20341 ST ANDREWS RD,Caledon,Single Family,3499000
M73000004-26064262,49 HOOD CRES,Brampton,Single Family,1110000
M73000004-26064263,1021 KESTELL BLVD,Oakville,Single Family,2250000
M73000004-26064276,3 CASTLEWOOD CRT,Caledon,Single Family,3500000
M73000004-26064290,8 SORAUREN AVE,Toronto,Single Family,2198800
M73000004-26064748,3090 MISTLETOE Gardens,Oakville,Single Family,945000
M73000004-26064914,218 PLEASANT AVE,Toronto,Single Family,3390000
M73000004-26064944,5 FIELDING CRT,Ajax,Single Family,2999900
M73000004-26064952,27 GEORGE ST,Ajax,Single Family,599000
M73000004-26064966,62 GRACEDALE DR,Richmond Hill,Single Family,2580000
M73000004-26064976,19100 CENTRE ST,East Gwillimbury,Single Family,1650000
M73000004-26064981,83 LONGVIEW CRES,Vaughan,Single Family,2799800
M73000004-26064993,227 MILLIKEN MEADOWS DR,Markham,Single Family,1224750
M73000004-26064995,3 WARTON CRT,Markham,Single Family,1699000
M73000004-26065015,61 HAVILAND CIRC,Brampton,Single Family,1499000
M73000004-26065023,13 VIA TORRE DR,Toronto,Single Family,1066666.667
M73000004-26065044,3143 GOODYEAR RD,Burlington,Single Family,2199000
M73000004-26065352,30 MASKELL CRES,Whitby,Single Family,1699000
M73000004-26065369,378 MAIN ST,Brock,Single Family,550230.7692
M73000004-26065371,330 BOUNDARY BLVD S,Whitchurch-Stouffville,Single Family,1780000
M73000004-26065374,15 MAIN ST,Georgina,Single Family,767875
M73000004-26065381,9 LEITERMAN DR,Milton,Single Family,1100000
M73000004-26065399,202 GAMMA ST,Toronto,Single Family,1275000
M73000004-26065414,468 LYND AVE,Mississauga,Single Family,2099888
M73000004-26065415,19 CARDELL AVE,Toronto,Single Family,1399000
M73000004-26065596,381 MARIA ANTONIA RD,Vaughan,Single Family,2148800
M73000004-26065703,11 DEWBOURNE AVE,Toronto,Single Family,7360000
M73000004-26065711,36 AMIENS RD,Toronto,Single Family,989900
M73000004-26065737,42 LESABRE CRES,Brampton,Single Family,1299913
M73000004-26065855,779 FORKS OF THE CREDIT RD,Caledon,Single Family,735363.6364
M73000004-26065858,41 GOLLOP CRES,Halton Hills,Single Family,1995000
M73000004-26066021,1304 MILITARY TR,Toronto,Single Family,2299000
M73000004-26066037,26 FAIR WINDS LANE,East Gwillimbury,Single Family,1888000
M73000004-26066066,32 FLORENCE CRES,Toronto,Single Family,988800
M73000004-26066069,2461 JARVIS ST,Mississauga,Single Family,2988000
M73000004-26066259,46 DEVONDALE AVE,Toronto,Single Family,1550000
M73000004-26066301,188 ANGUS GLEN BLVD,Markham,Single Family,4980000
M73000004-26066307,71 RODEO DR,Vaughan,Single Family,3390000
M73000004-26066308,90 CALLAWAY CRT,Vaughan,Single Family,4899888
M73000004-26066312,368 SILK TWIST DR,East Gwillimbury,Single Family,1699900
M73000004-26066342,3630 BRANDON GATE DR,Mississauga,Single Family,1124900
M73000004-26066346,535 TAPLOW CRES W,Oakville,Single Family,1399000
M73000004-26066360,38 SLOAN DR,Milton,Single Family,930000
M73000004-26066364,10 PERGOLA WAY,Brampton,Single Family,999000
M73000004-26066370,35 AMOS DR,Caledon,Single Family,5700000
M73000004-26066402,1902 BEECHKNOLL Avenue,Mississauga,Single Family,1699800
M73000004-26066586,13867 HERITAGE RD N,Caledon,Single Family,2999999
M73000004-26066588,1428 CAWTHRA RD,Mississauga,Single Family,3519900
M73000004-26066591,4024 LONGO CIRC,Mississauga,Single Family,1250000
M73000004-26066599,2492 CHAPLIN RD,Oakville,Single Family,2090000
M73000004-26066744,194 MARTIN ST,King,Single Family,2980000
M73000004-26066748,192 FARRELL RD,Vaughan,Single Family,12000
M73000004-26066765,1265 CHEE CHEE LANDING,Milton,Single Family,1200000
M73000004-26066766,4 LONG BRANCH AVE,Toronto,Single Family,1739000
M73000004-26066768,36 PAULART DR,Toronto,Single Family,1219000
M73000004-26066934,2326 HYACINTH CRES,Oakville,Single Family,3499900
M73000004-26067089,102 HART AVE,Toronto,Single Family,1790000
M73000004-26067142,7 KNOLLVIEW CRES,Toronto,Single Family,5180000
M73000004-26067149,10 ROWLEY ST,Richmond Hill,Single Family,1888000
M73000004-26067272,408 HOOVER PARK DR,Whitchurch-Stouffville,Single Family,1509000
M73000004-26067276,29 RIVERSIDE BLVD W,Vaughan,Single Family,11490000
M73000004-26067280,43 VIA BORGHESE ST,Vaughan,Single Family,2088000
M73000004-26067410,84 PORTAGE AVE,Richmond Hill,Single Family,2030000
M73000004-26067413,79 ROCKVIEW GDNS,Vaughan,Single Family,2299000
M73000004-26067422,57 BRENT STEPHENS WAY,Brampton,Single Family,1625000
M73000004-26067428,14 CARDELL AVE,Toronto,Single Family,1399935.286
M73000004-26067437,1322 MOWAT LANE N,Milton,Single Family,1199990
M73000004-26067457,1235 Appleford Lane,Burlington,Single Family,2395000
M73000004-26067514,37 WINEVA Avenue,Toronto,Single Family,1899000
M73000004-26067536,5907 LAKESHORE RD,Whitchurch-Stouffville,Single Family,1588000
M73000004-26067539,7 HARVEST FIELD RD,Markham,Single Family,1680000
M73000004-26067626,12 CACHIA LANE,Ajax,Single Family,941900
M73000004-26067636,73 CROFTING CRES,Markham,Single Family,1898000
M73000004-26067775,32 WEXFORD BLVD,Toronto,Single Family,1249000
M73000004-26067780,6343 VIVIAN RD,Whitchurch-Stouffville,Single Family,1588000
M73000004-26067959,115 MOOREHOUSE DR,Toronto,Single Family,1218000
M73000004-26068028,12 KING MAPLE PL,Toronto,Single Family,3689000
M73000004-26068052,100 FRANK KELLY DR,East Gwillimbury,Single Family,1478000
M73000004-26068071,1476 CARMEN DR,Mississauga,Single Family,5445000
M73000004-26068146,77 GLAZEBROOK DR,Vaughan,Single Family,1326000
M73000004-26068306,1235 AVENUE RD,Toronto,Single Family,2795000
M73000004-26068316,28 WINDOVER DR,Toronto,Single Family,1299900
M73000004-26068335,52 HARVEST FIELD RD,Markham,Single Family,999000
M73000004-26068337,38 DUNN DR,Richmond Hill,Single Family,4380000
M73000004-26068352,160 TOBA CRES,Brampton,Single Family,859999
M73000004-26068361,359 PARKSIDE DR,Toronto,Single Family,2499000
M73000004-26068384,35 CAMEO Street,Oakville,Single Family,4395000
M73000004-26068416,283 BALSAM Drive,Oakville,Single Family,5699000
M73000004-26068722,58 WYNDFIELD Crescent,Whitby,Single Family,1166990
M73000004-26068865,168 HADDINGTON AVE,Toronto,Single Family,2550000
M73000004-26068944,151 NEVADA CRES,Vaughan,Single Family,2400000
M73000004-26068953,61 DEMOTT AVE,Markham,Single Family,1788000
M73000004-26068973,50 AUBURNDALE DR,Vaughan,Single Family,2888000
M73000004-26068978,10 KINGSCROSS DR,King,Single Family,1999900
M73000004-26068997,17 CHANCE CRT,Clarington,Single Family,679900
M73000004-26069015,68 EXBURY RD,Toronto,Single Family,1248000
M73000004-26069068,1351 TOBYN DR,Burlington,Single Family,1150000
M73000004-26069071,339 RANEE AVE,Toronto,Single Family,1299900
M73000004-26069074,10 SIMMONS BLVD,Brampton,Single Family,879900
M73000004-26069095,3631 SHADBUSH CRT,Mississauga,Single Family,1329900
M73000004-26069109,6 ARROWVIEW DR,Brampton,Single Family,998999
M73000004-26069113,9 STELLAR AVE,Caledon,Single Family,1499900
M73000004-26069228,143 BALSAM Drive,Oakville,Single Family,4999900
M73000004-26069708,15 KENSINGTON AVE,Toronto,Single Family,1499900
M73000004-26069749,8 ELDORA AVE,Toronto,Single Family,1499900
M73000004-26069758,19 SOUTHVALE DR,Toronto,Single Family,1850000
M73000004-26069778,561 ARLINGTON AVE,Toronto,Single Family,2650000
M73000004-26069793,64 ADMIRAL RD,Toronto,Single Family,3695000
M73000004-26069808,1804 WOODVIEW AVE,Pickering,Single Family,3499999
M73000004-26069816,440 WOODFIELD RD,Toronto,Single Family,1779900
M73000004-26069832,74 FERNBANK PL,Whitby,Single Family,794602.2857
M73000004-26069835,46 ELMER AVE,Toronto,Multi-Family,1999000
M73000004-26069851,54 MUSTON LANE,Whitchurch-Stouffville,Single Family,793101.3333
M73000004-26069862,43 OLIVE ST,East Gwillimbury,Single Family,1154714.286
M73000004-26069870,30 ROSEMARY AVE,Richmond Hill,Single Family,2590000
M73000004-26069880,94 MERTON ST,Richmond Hill,Single Family,1358000
M73000004-26069881,52 HODGKINSON CRES,Aurora,Single Family,3350000
M73000004-26069883,139 ORR AVE,Vaughan,Single Family,6028485.714
M73000004-26069891,112 GUINEVERE RD,Markham,Single Family,1188000
M73000004-26069896,644 SRIGLEY ST,Newmarket,Single Family,1138000
M73000004-26069900,21689 KENNEDY RD,East Gwillimbury,Single Family,1175000
M73000004-26069959,31 FORDHAM RD,Brampton,Single Family,856083.25
M73000004-26069971,5 LOCKERBIE AVE,Toronto,Single Family,1148880
M73000004-26069984,314 WESTON RD,Toronto,Single Family,1250000
M73000004-26069990,3376 GRASSFIRE CRES,Mississauga,Single Family,1529800
M73000004-26069992,521 GUELPH ST,Halton Hills,Multi-Family,2399999
M73000004-26070004,1059 EAGER RD,Milton,Single Family,1499990
M73000004-26070034,27 ROLLING ACRES DR,Brampton,Single Family,2236950
M73000004-26070038,2010 DUFFERIN ST,Toronto,Single Family,999000
M73000004-26070041,62 AMBLESIDE DR,Brampton,Single Family,899999
M73000004-26070495,9737 BATHURST Street,Richmond Hill,Single Family,3588888
M73000004-26070688,8 SHADY OAKS CRES,Toronto,Single Family,6398800
M73000004-26070699,443 HILLSDALE AVE E,Toronto,Single Family,3399000
M73000004-26070705,66 KINGSDALE AVE,Toronto,Single Family,3380000
M73000004-26070747,102 BRAEBROOK DR,Whitby,Single Family,1088000
M73000004-26070749,801 COXWELL AVE,Toronto,Single Family,1585000
M73000004-26070757,35 RHYDWEN AVE,Toronto,Single Family,949900
M73000004-26070780,251 ATHABASCA DR,Vaughan,Single Family,3100000
M73000004-26070783,60 WALTER AVE,Newmarket,Single Family,898000
M73000004-26070785,42 WOOLACOTT RD,Vaughan,Single Family,1999000
M73000004-26070794,7 STARRETT ST,King,Single Family,2599000
M73000004-26070812,358 WINNIFRED DR,Georgina,Single Family,798000
M73000004-26070845,6 COURTSFIELD CRES,Brampton,Single Family,1199900
M73000004-26070850,31 BROOKMERE RD,Toronto,Single Family,925000
M73000004-26070860,4255 BOSTON MILLS RD,Caledon,Single Family,2749800
M73000004-26070863,77 WILMONT CRT,Brampton,Single Family,856000
M73000004-26070871,22 MCGUIRE TR,Caledon,Single Family,3100000
M73000004-26070897,120 JANE ST,Toronto,Single Family,1099000
M73000004-26070901,266 RONCESVALLES AVE,Toronto,Single Family,2500000
M73000004-26071167,67 WILDBERRY Crescent,Brampton,Single Family,1039000
M73000004-26071218,3065 MISSION HILL Drive,Mississauga,Single Family,1599000
M73000004-26071465,143 GLADSTONE AVE,Toronto,Single Family,1149000
M73000004-26071469,46 HAZELTON AVE,Toronto,Single Family,6240000
M73000004-26071489,7 WOOLWICK DR,Toronto,Single Family,1189000
M73000004-26071506,916 GREENWOOD CRES,Whitby,Single Family,889000
M73000004-26071512,87 ALDWYCH AVE,Toronto,Single Family,1249000
M73000004-26071537,46 TITUS ST,Markham,Single Family,1589000
M73000004-26071538,208 WOODLAND AVE,Georgina,Single Family,1199000
M73000004-26071541,207 VANTAGE LOOP,Newmarket,Single Family,1159000
M73000004-26071551,374-378 HIGHWAY 47,Uxbridge,Single Family,3099225
M73000004-26071582,14 MCCABE CRES,Caledon,Single Family,1350000
M73000004-26071601,67 WILDBERRY CRES,Brampton,Single Family,1039000
M73000004-26071603,109 GILLEY RD,Toronto,Single Family,1249900
M73000004-26071608,8694 FINANCIAL DR,Brampton,Single Family,1049000
M73000004-26071611,7 HOMEVIEW RD,Brampton,Single Family,1499900
M73000004-26071625,157 TRELAWN AVE,Oakville,Single Family,2999900
M73000004-26071638,136 VAN SCOTT DR,Brampton,Single Family,1480333.333
M73000004-26071641,800 GLENBROOK AVE,Burlington,Single Family,1249000
M73000004-26071957,428 Allan Street,Oakville,Single Family,2650000
M73000004-26072238,567 WINETTE RD,Pickering,Single Family,2649000
M73000004-26072243,10 SILVERSAND PL,Toronto,Single Family,2299000
M73000004-26072244,649 MORTIMER AVE,Toronto,Single Family,799900
M73000004-26072252,1630 MOUNT ALBERT RD,East Gwillimbury,Single Family,1652380.952
M73000004-26072275,150 ST JOHNS RD,Toronto,Single Family,2499000
M73000004-26072289,10382 25 REGIONAL RD,Halton Hills,Single Family,1260000
M73000004-26072294,433 KING ST E,Caledon,Single Family,1588800
M73000004-26072304,331 WHEELIHAN WAY,Milton,Single Family,2290000
M73000004-26072307,572 FRALICKS BEACH RD,Scugog,Single Family,1685000
M73000004-26072591,11 WHITMAN ST,Toronto,Single Family,4588000
M73000004-26072651,3122 DRIFTWOOD DR,Burlington,Single Family,899900
M73000004-26072666,29 DECORSO DR,Brampton,Single Family,2099000
M73000004-26072668,1538 LORNE PARK RD,Mississauga,Single Family,3749850
M73000004-26073111,132 BAYCLIFFE CRES,Brampton,Single Family,780000
M73000004-26073112,5095 SUNRAY DR,Mississauga,Single Family,1379000
M73000004-26073179,213 PARKVIEW AVE,Toronto,Single Family,2948000
M73000004-26073182,4 MAWBY ST,Ajax,Single Family,1749500
M73000004-26073192,71 GRANDVISTA CRES,Vaughan,Single Family,6980000
M73000004-26073370,117 ARNOLD CRES,Richmond Hill,Single Family,2500000
M73000004-26073392,25 BLOSSOM CRES,Toronto,Single Family,990416
M73000004-26073394,3258 PRESERVE DR,Oakville,Single Family,2399000
M73000004-26073877,420 VAUGHAN RD,Toronto,Single Family,1059000
M73000004-26073899,50 BEVERLEY ST,Toronto,Single Family,2695000
M73000004-26073954,211 BASSETT BLVD,Whitby,Single Family,1125000
M73000004-26073969,1 TEAGARDEN CRT,Whitby,Single Family,889900
M73000004-26073972,3 LEDGE RD,Toronto,Single Family,2299000
M73000004-26073997,23 BURNSBOROUGH ST,Ajax,Single Family,849900
M73000004-26074000,4 BAUDINA CRES,Toronto,Single Family,1099999
M73000004-26074010,52 DAMSEL CIRC,Georgina,Single Family,449900
M73000004-26074030,352 KETTLEBY RD,King,Single Family,1599000
M73000004-26074031,121 DONALD STEWART CRES,East Gwillimbury,Single Family,1315229.923
M73000004-26074062,15 FIFE RD,Aurora,Single Family,1158000
M73000004-26074066,19 FRED COOPER WAY,Georgina,Single Family,1148000
M73000004-26074093,72 WESTMOUNT ST,Oshawa,Multi-Family,2400000
M73000004-26074112,5 HUBBELL RD,Brampton,Single Family,1129000
M73000004-26074117,31 GAME CREEK CRES,Brampton,Single Family,1399000
M73000004-26074122,34 RIVERLEA DR,Toronto,Single Family,1599000
M73000004-26074133,328 HIGH PARK AVE W,Toronto,Single Family,2188000
M73000004-26074158,2387 HARGOOD PL,Mississauga,Single Family,1199888
M73000004-26074166,63 FALUDON DR,Halton Hills,Single Family,999000
M73000004-26074168,29 BERNICE CRES,Toronto,Single Family,2450000
M73000004-26074179,9 CEDARHOLME AVE,Caledon,Single Family,1599000
M73000004-26074192,37 ASHFORD CRT,Brampton,Single Family,874000
M73000004-26074363,1454 Westbury Avenue,Burlington,Single Family,1379900
M73000004-26074369,255 NORTH SHORE Boulevard E,Burlington,Single Family,2870000
M73000004-26074501,5 SHIFF Crescent,Brampton,Single Family,864800
M73000004-26074833,45 DENVER CRES,Toronto,Single Family,2399000
M73000004-26074891,1162 DRAWSTRING LANE,Pickering,Single Family,999990
M73000004-26074912,324 FRENCH ST,Oshawa,Single Family,549000
M73000004-26074916,2121 LYNN HEIGHTS DR,Pickering,Single Family,999999
M73000004-26074928,379 WOODGRANGE AVE,Pickering,Single Family,3999999
M73000004-26074949,56 ALGONQUIN FOREST DR,East Gwillimbury,Single Family,2795000
M73000004-26074966,1 BLUE GRASS DR,Aurora,Single Family,3100000
M73000004-26074994,35 LAKE DR N,Georgina,Single Family,999000
M73000004-26075050,25 KATIE CRT,Toronto,Single Family,1499000
M73000004-26075054,112 WHEAT BOOM DR,Oakville,Single Family,1899000
M73000004-26075055,9 WILLOW ST N,Halton Hills,Single Family,799000
M73000004-26075061,8 SHIPMATE AVE,Brampton,Single Family,849900
M73000004-26075087,1169 JEZERO CRES,Oakville,Single Family,2499000
M73000004-26075095,45 TAYLORWOOD AVE,Caledon,Single Family,1499900
M73000004-26075101,21 FIDELIA CRES,Brampton,Single Family,1020000
M73000004-26075126,26 MUNRO ST,Caledon,Single Family,1290270.37
M73000004-26075130,18 CHURCH ST,Halton Hills,Single Family,687172.7273
M73000004-26075133,577 PHARO PT,Milton,Single Family,839900
M73000004-26075134,1635 LEBLANC CRT,Milton,Single Family,889900
M73000004-26075140,1693 COPSEHOLM TR,Mississauga,Single Family,2419000
M73000004-26075381,3916 Koenig Road,Burlington,Single Family,1999999
M73000004-26075607,329 DOUGLAS Avenue,Oakville,Single Family,3900000
M73000004-26075734,198 LAUDER AVENUE,Toronto,Single Family,1695000
M73000004-26075826,301 ROBINA AVE,Toronto,Single Family,1329000
M73000004-26075837,13 PAWNEE AVE,Toronto,Single Family,1279000
M73000004-26075841,345 GLADSTONE AVE,Toronto,Multi-Family,3549000
M73000004-26075846,19 ALDERBROOK DR,Toronto,Single Family,8750000
M73000004-26075918,418 JULIANA DR,Oshawa,Single Family,1065000
M73000004-26075922,430 PADDINGTON CRES,Oshawa,Single Family,840000
M73000004-26075956,16 MARITA PL,Vaughan,Single Family,1186000
M73000004-26075957,70 LANGSTAFF RD W,Richmond Hill,Single Family,5698000
M73000004-26075970,5 GRAND OAK DR,Richmond Hill,Single Family,1425000
M73000004-26075972,1 NORTHWEST PASSAGE,Whitchurch-Stouffville,Single Family,1118000
M73000004-26076008,3337 MINTWOOD CIRC,Oakville,Single Family,2399800
M73000004-26076029,3 MORAINE PL,Caledon,Single Family,2288000
M73000004-26076063,291 BOON AVE,Toronto,Single Family,1369786
M73000004-26076070,14 LADY YORK AVE,Toronto,Single Family,999000
M73000004-26076072,4188 MARTLEN CRES,Mississauga,Single Family,1289000
M73000004-26076587,75 GOULDING AVE AVE,Toronto,Single Family,1740222.222
M73000004-26076615,298 CARNEGIE BEACH RD,Scugog,Single Family,1099000
M73000004-26076642,1080 BROUGHTON LANE,Newmarket,Single Family,1558000
M73000004-26076665,8071 KIPLING AVE,Vaughan,Single Family,1247475.429
M73000004-26076668,78 PAPER MILLS CRES,Richmond Hill,Single Family,1119000
M73000004-26076725,168 NELSON ST,Oakville,Single Family,3288000
M73000004-26076728,1236 FLEET ST,Mississauga,Single Family,1949900
M73000004-26076749,12 WALKERCLEAVE DR,Brampton,Single Family,1999000
M73000004-26076750,1134 TRUMAN AVE N,Oakville,Single Family,2300000
M73000004-26076785,3430 ANGEL PASS DR,Mississauga,Single Family,989000
M73000004-26076788,605-625 LOWER BASELINE RD W,Milton,Single Family,5000000
M73000004-26076789,4850 CREDITVIEW RD,Mississauga,Single Family,2190000
M73000004-26077398,295 GOWAN AVE,Toronto,Single Family,1289900
M73000004-26077412,1436 OUTLET DR,Oshawa,Single Family,749000
M73000004-26077425,163 GAILCREST CIRC,Vaughan,Single Family,1199000
M73000004-26077427,7 IMPERIAL COLLEGE LANE,Markham,Single Family,1268000
M73000004-26077433,49 JOHANN DR,Markham,Single Family,1490990
M73000004-26077450,4 BIRCHVIEW DR,Caledon,Single Family,1399000
M73000004-26077783,229 EULALIE AVE,Oshawa,Single Family,649000
M73000004-26077792,28 BEATTY CRES,Aurora,Single Family,1799900
M73000004-26077822,3892 COACHMAN CIRC,Mississauga,Single Family,979000
M73000004-26078043,72 BELLEVUE AVE,Toronto,Single Family,1999999
M73000004-26078203,101 LINKDALE RD,Brampton,Single Family,1099000
M73000004-26078241,15 NELKYDD LANE,Uxbridge,Single Family,1235000
M73000004-26078255,17 PRAIRIE CREEK CRES,Brampton,Single Family,1579900
M73000004-26078366,4179 THOMAS ALTON BLVD,Burlington,Single Family,1199000
M73000004-26078519,123 EUCLID AVE,Toronto,Single Family,1553840
M73000004-26078578,17 WOLVERTON CRES,Brampton,Single Family,799990
M73000004-26078681,3906 Leonardo Street,Burlington,Single Family,2080714.143
M73000004-26079083,952 EGLINTON AVE E,Toronto,Single Family,1495000
M73000004-26079140,14 COURTLANDS DR,Toronto,Single Family,949900
M73000004-26079150,813 FAIRVIEW AVE,Pickering,Single Family,899900
M73000004-26079157,1061 BEAVER VALLEY CRES S,Oshawa,Single Family,1249900
M73000004-26079174,306 GARDENVIEW Drive,Burlington,Single Family,1075000
M73000004-26079180,171 ROSE GREEN DR,Vaughan,Single Family,2499000
M73000004-26079183,11 CRANBERRY LANE,King,Single Family,5490000
M73000004-26079188,16 PAIRASH AVE,Richmond Hill,Single Family,1099000
M73000004-26079193,18 COUNTRY CLUB CRES,Uxbridge,Single Family,3118000
M73000004-26079194,621 DUCLOS POINT RD,Georgina,Single Family,1899999
M73000004-26079205,293 SWAN PARK RD,Markham,Single Family,1349000
M73000004-26079225,29 WESTWOOD LANE,Richmond Hill,Single Family,2388000
M73000004-26079231,75 STEMMLE DR,Aurora,Single Family,2289000
M73000004-26079253,18 ESPOSITO CRT,Toronto,Single Family,2298800
M73000004-26079269,10 SHENSTONE AVE,Brampton,Single Family,1049000
M73000004-26079275,24 LANGLEY PL,Brampton,Single Family,1519900
M73000004-26079289,17 DOLUCCI CRES,Brampton,Single Family,1399000
M73000004-26079292,1376 HYDRANGEA GDNS,Oakville,Single Family,2448000
M73000004-26079294,244 LAURIER AVE,Milton,Single Family,1199999
M73000004-26079296,1356 DAVENPORT RD,Toronto,Single Family,1148000
M73000004-26079314,49 IVOR CRES,Brampton,Single Family,899000
M73000004-26079315,102 COASTLINE DR,Brampton,Single Family,1999999
M73000004-26079320,26 HABITAT SQ,Brampton,Single Family,819000
M73000004-26079323,761 LEDBURY CRES,Mississauga,Single Family,999000
M73000004-26079345,6 FALLMEADOW CIRC,Brampton,Single Family,1599000
M73000004-26079349,70 MADELAINE CRES,Brampton,Single Family,1149000
M73000004-26079358,52 HOLLISTER RD,Toronto,Single Family,1035000
M73000004-26079515,1590 PINETREE Crescent,Mississauga,Single Family,2999900
M73000004-26079525,397 TRAFALGAR Road,Oakville,Single Family,3450000
M73000004-26079656,10 CAYUGA Avenue,Mississauga,Single Family,1499000
M73000004-26079706,1400 LIVINGSTON Road,Oakville,Single Family,1748800
M73000004-26079762,6020 ST. IVES Way,Mississauga,Single Family,1999888
M73000004-26079807,3064 HIGHVALLEY Road,Oakville,Single Family,1199900
M73000004-26080092,40 SALISBURY AVE,Toronto,Single Family,1995000
M73000004-26080102,75 MONTROSE AVE,Toronto,Single Family,1379000
M73000004-26080106,74 MACPHERSON AVE,Toronto,Single Family,3662500
M73000004-26080148,237 MONARCH AVE,Ajax,Single Family,749900
M73000004-26080149,1536 WOODSTREAM AVE,Oshawa,Single Family,1239000
M73000004-26080152,200 RITSON RD S,Oshawa,Single Family,479900
M73000004-26080153,28 WATERSIDE WAY,Whitby,Single Family,849000
M73000004-26080173,20 GLOBEMASTER LANE,Richmond Hill,Single Family,1499000
M73000004-26080192,102 THOMAS LEGGE CRES,Richmond Hill,Single Family,1149000
M73000004-26080210,636 CLIFFORD PERRY PL,Newmarket,Single Family,1498888
M73000004-26080211,79 RYE CRES N,Newmarket,Single Family,849000
M73000004-26080212,57 APPLEYARD AVE,Vaughan,Single Family,3288800
M73000004-26080247,45 WILLIAM ST,Toronto,Single Family,1599000
M73000004-26080255,224 ELLIS AVE,Toronto,Single Family,2298000
M73000004-26080280,23 ROTTENBURG CRT,Milton,Single Family,1499000
M73000004-26080289,1078 LOVINGSTON CRES,Mississauga,Single Family,1449000
M73000004-26080291,404 ERINDALE DR,Burlington,Single Family,1999000
M73000004-26080300,36 BURROWS AVE,Toronto,Single Family,2950000
M73000004-26080305,2239 PHEASANT LANE E,Oakville,Single Family,1899000
M73000004-26080308,18 BELMONT BLVD,Halton Hills,Single Family,1299000
M73000004-26080330,13 GALVESTON CRES,Brampton,Single Family,1199900
M73000004-26080333,868 DANFORTH PL,Burlington,Single Family,3700000
M73000004-26080441,1486 MYRON DR,Mississauga,Single Family,1999000
M73000004-26081091,38 TANGMERE RD,Toronto,Single Family,2820000
M73000004-26081105,44 GLENGARRY AVE,Toronto,Single Family,1998000
M73000004-26081107,12 DEWSON ST,Toronto,Single Family,1679000
M73000004-26081131,179 CRAWFORD ST,Toronto,Single Family,4199000
M73000004-26081143,111 BROOKSIDE DR,Toronto,Single Family,1289000
M73000004-26081156,777 BIRCHMOUNT RD,Toronto,Single Family,929900
M73000004-26081176,312 ANDERSON AVE,Oshawa,Single Family,999000
M73000004-26081188,16336 HIGHWAY 48,Whitchurch-Stouffville,Single Family,1850000
M73000004-26081196,10 GRACE LAKE CRT,Vaughan,Single Family,1999999
M73000004-26081197,63 PETER ST,Markham,Single Family,1700000
M73000004-26081207,51 CENTRE ST E,Richmond Hill,Single Family,2688800
M73000004-26081265,249 ETHERIDGE AVE,Milton,Single Family,1589000
M73000004-26081271,2854 PEACOCK DR,Mississauga,Single Family,1795000
M73000004-26081275,5109 PERENNIAL DR,Mississauga,Single Family,1799000
M73000004-26081298,382 BROADWAY AVE,Milton,Single Family,998000
M73000004-26081313,5822 SWORDSMAN DR,Mississauga,Single Family,1249000
M73000004-26081325,28 DONNA DR,Brampton,Single Family,949999
M73000004-26081345,42 EXMOOR DR,Toronto,Single Family,1459000
M73000004-26081610,652 Andrea Court,Burlington,Single Family,2288888
M73000004-26081870,105 WAVERLEY RD,Toronto,Single Family,1800000
M73000004-26081871,31 CORVINELLI DR,Whitby,Single Family,1799000
M73000004-26081873,15008 OLD SIMCOE RD,Scugog,Single Family,608149.6429
M73000004-26081973,103 DEWHURST BLVD,Toronto,Single Family,1699000
M73000004-26081977,41 ADANAC DR S,Toronto,Single Family,980250
M73000004-26081996,28 OLD ENGLISH LANE,Markham,Single Family,6800000
M73000004-26082003,37 STOYELL DR,Richmond Hill,Single Family,1225000
M73000004-26082020,79 ROBB THOMPSON RD,East Gwillimbury,Single Family,1446375
M73000004-26082053,24-26 TEMPERANCE ST,Caledon,Multi-Family,1950000
M73000004-26082055,463 CAVELL DR,Mississauga,Single Family,1099800
M73000004-26082068,872 HAMPTON CRES,Mississauga,Single Family,4375000
M73000004-26082069,3 SPINLAND ST,Caledon,Single Family,1499000
M73000004-26082073,5463 SPRUCE AVE,Burlington,Single Family,1249000
M73000004-26082080,24-26 TEMPERANCE ST,Caledon,Single Family,1950000
M73000004-26082200,4322 LONGMOOR Drive,Burlington,Single Family,1039000
M73000004-26082661,78 GLADSTONE AVE,Toronto,Single Family,1849000
